Date,PM10,PM2.5,Ozone,Ammonia, BarPressure, SolarRadiation, RelativeHumidity, PXylene,Toulene, AmbientTemperature,WindDirection,WindSpeed,SulphurDioxide,OxidesOfNitrogen,NitrogenDioxide,Benzene,NitricOxide,Day,Month
 24/10/2015,604.06,245.06,38.09,46.49,740,187.31,38.84,22.08,92.63,27.2,164.96,0.72,NA,322.78,103.98,26.52,168.52, 24,10
 25/10/2015,460.82,177.33,54.83,38.04,740,186.69,40.11,3.94,95.48,27.27,81.96,2.4,NA,89.1,61.4,14.41,25.19, 25,10
 26/10/2015,422.98,129.57,44.81,28.16,740,188.94,45.21,11.6,44.65,26.28,112.11,2.04,41.08,106.34,51.87,14.33,44.02, 26,10
 27/10/2015,540.79,129.25,25.5,30.99,740,187.26,42.35,5.68,36.96,26.79,219.47,0.9,38.73,128.03,55,16.99,57.86, 27,10
 28/10/2015,523.57,133.43,33.45,23.49,740,182.59,46.56,4,44.18,22.49,194.05,1.46,37.96,130.41,43.69,12.68,66.98, 28,10
 29/10/2015,340.52,118.19,40.14,22.04,740,187.82,49.8,3.37,35.96,22.71,129.12,1.32,43.83,93.26,44.32,13.33,39.38, 29,10
 30/10/2015,324.5,119.95,33.48,22.96,740,199.94,58.83,2.65,31.46,22.05,132.48,1.25,101.1,93.18,36.4,11.05,44.51, 30,10
 01/11/2015,608.98,248.44,NA,28.64,740,217.72,41.83,15.85,60.62,27.84,136.3,0.64,44.57,166.48,55.01,25.3,86.03, 01,11
 02/11/2015,598.46,287.12,27.04,26.96,740,178.44,50.53,17.5,63.59,25.58,110.69,0.68,54.95,139.44,31.66,27.5,81.45, 02,11
 03/11/2015,593.62,366.18,35.09,42.46,740,173,48.16,8.69,51.02,25.54,125.91,0.76,50.45,244.6,75.03,19.37,133.26, 03,11
 04/11/2015,604.75,400.04,53.01,79.42,740,176.39,49.11,17.25,107.68,25.41,102.28,0.87,32.88,446.56,114.86,24.38,252.06, 04,11
 05/11/2015,350.5,182.35,37.01,72.98,740,165.81,64.89,5.14,68.63,21.91,108.85,1.92,29.57,169.62,74.69,11.63,75.5, 05,11
 06/11/2015,467.06,183.73,23.06,70.25,740,182.77,57.83,5.71,44.59,23.67,148.72,1.07,25.8,185.51,80.96,13.58,83.02, 06,11
 07/11/2015,825.85,483.55,25.05,92.05,740,177.39,59.09,6.23,40.45,23.53,196.07,0.66,22.34,231.97,116.08,21.45,94.25, 07,11
 08/11/2015,581.1,251.44,23.21,62.29,740,179.27,50.44,1.93,20.98,24.57,121.52,1.34,47,190.58,88.14,12.41,82.06, 08,11
 09/11/2015,637.18,307.4,59.05,72.22,740,173.56,53.77,9.15,69.53,23.71,95.19,0.89,52.24,383.94,97.98,21.45,217.13, 09,11
 10/11/2015,876.75,343.53,27.8,96.28,740,175.1,52.67,11.44,39.23,24.65,175.52,0.52,35.93,361.51,119.59,20.1,186.73, 10,11
 11/11/2015,736.26,260.32,28.79,66.13,740,182.14,42.12,2.02,12.15,24.64,272.98,1.35,55.1,189.48,78.06,9.15,87.84, 11,11
 12/11/2015,749.34,397.47,24.81,46.69,740,182.91,45.47,5.74,14.57,23.91,242.5,1.26,45.9,272.7,77.42,10.78,149.18, 12,11
 13/11/2015,996.62,455.1,21.13,34.66,740,173.33,47.73,3.17,15.69,24.23,258.56,1.01,29.03,148.01,30.33,11.01,88.59, 13,11
 14/11/2015,936.65,334.26,20.71,13.33,740,177.6,49.39,3.4,15.73,24.63,251.75,0.97,27.58,51.77,6.55,8.95,38.87, 14,11
 15/11/2015,972.1,362.84,26.4,7.49,740,175.36,43.9,9.36,34.78,25.34,205.04,0.53,31.36,38.26,,13.31,35.32, 15,11
 16/11/2015,848.45,290.01,21.97,45.96,740,172.4,40.61,13.18,38.93,24.75,216.76,0.78,20.17,268.7,111.34,13.99,160.5, 16,11
 17/11/2015,600.03,181.61,28.36,62.09,740,182.68,33.37,4.05,13.36,23.16,260.87,1.26,19.64,379.92,88.22,7.47,220.74, 17,11
 18/11/2015,750.46,314.76,25.7,84.14,740,177.71,39.47,5.61,16.67,21.26,235.76,0.67,23.78,568.86,140.11,9.46,379.37, 18,11
 19/11/2015,1102.95,386.81,34.34,95.79,740,178.2,46.65,5.33,21.81,21.13,192.25,0.5,33.71,707.25,160.55,8.69,489.42, 19,11
 20/11/2015,871.21,362.86,32.86,108.4,740,176.9,50.01,7.21,21.76,21.44,168,0.42,35.22,791.41,143.7,9.84,514.41, 20,11
 21/11/2015,1126.75,476.93,30.66,133.85,740,173.97,51.34,7.89,28.37,21,216.35,0.38,18.66,927.85,188.64,13.21,606.14, 21,11
 22/11/2015,1086.99,361.38,33.85,120.22,740,172.93,49.88,5.16,22.37,21.05,205.36,0.42,15.78,850.11,137.54,9.75,565.94, 22,11
 23/11/2015,1790.75,321.41,40.48,119.35,740,170.95,51.6,7.35,33.12,20.7,136.86,0.4,22.34,826.46,117.94,10.27,591.02, 23,11
 24/11/2015,1254.86,362.64,42.08,93.04,740,172.6,47.69,5.64,20.92,21.35,201.82,0.54,17.17,634.53,105.77,8.34,402.46, 24,11
 25/11/2015,748.17,206.87,25.39,33.45,740,172.15,40.48,0.76,3.81,21.66,260.8,1.17,18.7,149.57,35.83,2.23,86.16, 25,11
 26/11/2015,969.14,303,22.43,14.97,740,166.71,43.51,0.76,10.29,21.55,153.61,0.81,23.86,132.26,9.39,4.1,95.42, 26,11
 27/11/2015,891,292.09,19.99,62.2,740,165.79,56.06,1.64,11.08,20.08,201.38,0.68,21.18,135.03,104.95,3.96,62.61, 27,11
 28/11/2015,415.42,228.71,21.84,96.63,740,222.52,71.68,NA,1.42,19.41,99.31,1.65,16.25,124.56,51.66,1.17,57.5, 28,11
 29/11/2015,918.68,372.46,20.86,97.99,740,170.05,66.26,2.64,10.57,21.81,63.74,0.56,25.26,333.92,89.36,4.12,186.23, 29,11
 30/11/2015,874.16,449.5,52.06,115.7,740,165.05,69.95,3.86,15.26,21.49,157.31,0.55,17.48,386.33,108.83,6.73,211.88, 30,11
 01/12/2015,632.58,260.02,14.19,94.62,740,165.94,65.56,0.82,8.36,20.91,185.42,0.73,12.91,275.12,87.85,4.46,144.14, 01,12
 02/12/2015,705.04,228,14.75,77.74,740,165.39,50.57,0.78,6.39,20.71,207,0.59,15.29,238.28,95.21,2.91,112.36, 02,12
 03/12/2015,738.87,270.98,14.63,90.71,740,169.36,55.82,3.01,13.65,19.53,236.97,1.16,16.17,340.45,114.52,8.67,174.58, 03,12
 04/12/2015,888.55,286.26,20.87,72.84,740,171.38,51.82,6.61,13.91,19.83,225.85,0.89,14.46,520.98,127.52,4.18,324.1, 04,12
 05/12/2015,919.42,431.94,33.21,109.12,740,199.96,54.19,1.58,25.26,19.96,151.26,0.51,22.94,699.75,163.95,8.97,424.55, 05,12
 06/12/2015,722.27,324.59,30.36,107.62,740,146.21,56.58,1.72,18.1,21.47,84.96,1.2,22.45,286.27,109.44,2.38,141.07, 06,12
 07/12/2015,775.9,363.43,29.75,264,740,169.6,67.45,1.95,12.29,18.88,104.5,0.98,15.16,370.05,279.51,3.85,157.53, 07,12
 08/12/2015,1020.59,477.92,37.29,317.59,740,172.53,65.58,1.4,24.87,19.5,133.89,0.62,17.23,720.56,308.09,5.93,389.9, 08,12
 09/12/2015,732.24,351.58,29.66,114.59,740,152.36,67.88,2.25,16.86,18.77,101.33,1.71,16.37,262.13,96.84,3.81,128.77, 09,12
 10/12/2015,516.74,272.34,24.57,76.66,740,167.36,60.23,NA,5.28,19.9,82.46,1.54,25.53,154.77,87.54,1.54,56.21, 10,12
 11/12/2015,605.3,268.88,15.05,79.45,740,159.42,62.88,0.55,7.48,18.65,207.03,1.2,18.08,261.7,87.85,3.46,134.35, 11,12
 12/12/2015,608.3,269.62,11.81,80.51,740,164.74,74.6,0.77,6.83,14.56,268.8,1.14,11.6,306.63,80.11,4.65,172.28, 12,12
 13/12/2015,660.26,213.84,16.33,58.27,740,176.19,50.55,4.74,9.89,15.31,256.95,0.85,16.52,404.84,104.02,5.19,228.58, 13,12
 14/12/2015,622.46,193.37,12.21,59.52,740,140.5,49.8,1.1,9.84,12.94,283.67,0.92,13.78,333.46,92.22,5.94,184.15, 14,12
 22/12/2015,853,509.53,21.1,106.48,740,12.53,60.22,1.24,12.09,12.39,240.2,0.3,28.04,676.9,128.76,5.96,433.22, 22,12
 23/12/2015,872.13,478.09,13.49,143.27,740,162.08,62.11,1.3,14.08,13.96,258.06,0.85,14.83,699.63,136.66,7.01,423.19, 23,12
 24/12/2015,587.98,198.12,20.07,71.55,740,178.88,49.31,NA,6.62,13.89,284.81,1.51,23.18,305.66,105.41,2.56,155.05, 24,12
 25/12/2015,569.24,188.41,16.19,80.07,740,179.09,46.27,0.58,2.54,13.51,282.44,1.37,23.27,309.27,107.19,1.82,156.55, 25,12
 26/12/2015,526.6,209.88,18.35,79.88,740,177.97,41.27,0.74,2.8,15.33,282.42,1.37,25.79,344.74,118.87,2.19,174.9, 26,12
 27/12/2015,566.13,215.22,17.07,91.49,740,175.22,45.69,NA,1.56,16.42,282.69,1.24,NA,295.98,122.26,1.68,136.99, 27,12
 28/12/2015,521.1,202.77,20.87,89.55,740,179.07,44.35,NA,2.2,18.22,287.03,1.78,16.75,285.63,114.17,1.74,134.67, 28,12
 29/12/2015,599.77,195.59,18.54,89.11,740,175.43,46.8,0.48,2.97,18.01,279.39,1.64,18.97,365.58,112.93,2.06,194.05, 29,12
 30/12/2015,823.98,286.77,13.72,124.62,740,174.68,53.61,1.12,7.67,17.61,243.76,0.68,18.06,542.54,125.11,4.41,315.67, 30,12
 31/12/2015,680.02,291.96,13.57,112.84,740,174.62,51.05,0.59,6.43,17.71,204.39,0.58,22.54,436.56,118.02,3.03,243.56, 31,12
 01/01/2016,751.85,361.69,14.99,119.98,740,179.73,53.72,1.76,7.19,16.66,188.51,0.55,32.82,576.37,136,3.19,351.08, 01,1
 02/01/2016,616.44,329.81,18.93,97.83,740,176.69,50.82,0.94,2.7,16.4,198.27,0.81,39.94,321.17,111.4,1.78,162.51, 02,1
 03/01/2016,653.93,340.81,15.79,99.6,740,168.77,55.87,0.86,3.81,16.05,251.82,0.96,22.67,543.66,129.82,2.22,325.77, 03,1
 04/01/2016,692.26,480.53,27.39,127.41,740,168.53,55.63,0.61,11.36,16.61,160.64,0.77,31.15,765.92,149.19,4.58,466.41, 04,1
 05/01/2016,843.19,433.43,28.75,134.6,740,167.06,55.46,0.69,11.52,18.73,144.11,0.95,38.65,547.06,136.77,3.21,311.35, 05,1
 06/01/2016,745.07,372.07,30.45,138.74,740,136.48,60.58,0.56,6.65,18.41,125.33,1.17,33.28,434.9,112.67,2.59,243.93, 06,1
 07/01/2016,742.25,469.61,22.44,150.8,740,156.41,65.5,0.56,7.75,18.65,157.76,0.61,32.61,442.3,112.15,3.04,250.71, 07,1
 08/01/2016,727.35,519.68,12.09,142.2,740,168.65,67.18,0.51,4.03,17.44,237.73,1.11,13.9,371.36,95.16,2.28,209.9, 08,1
 09/01/2016,476.08,169.14,14.22,71.89,740,176.88,52.49,NA,1.01,16.95,277.08,1.86,16.06,283.39,85.5,0.75,151.82, 09,1
 10/01/2016,519.8,280.7,15.1,85.68,740,170.9,57.44,NA,1.04,16.99,209.68,0.95,18.22,462.4,108.85,1.3,267.57, 10,1
 11/01/2016,681.16,408.91,39.62,105.96,740,171.28,59.57,0.39,6.28,17.27,182.47,0.62,22.41,653.32,125.3,1.87,400.27, 11,1
 12/01/2016,560.1,289.21,25.69,102.57,740,172.76,58.9,NA,6.15,17.55,97.37,1.6,26.45,312.42,93.15,1.35,168, 12,1
 13/01/2016,510.49,312.28,15.06,94.22,740,165.63,63.89,NA,1.44,17.9,167.47,1.76,16.66,159.49,81.95,0.81,63.31, 13,1
 14/01/2016,475.71,258.55,10.74,82.86,740,164.43,70.58,NA,0.65,15.37,246.92,0.95,13.92,195.81,69.33,0.62,98.16, 14,1
 15/01/2016,344.5,183.25,10.88,70.96,740,151.72,70.78,NA,0.71,12.72,280.17,1.31,13.34,187.52,59.14,0.43,98.76, 15,1
 16/01/2016,299.33,143.24,13.65,57.72,740,170.72,65.19,NA,0.48,13.14,281.5,1.68,15.44,157.64,60.6,0.34,75.9, 16,1
 17/01/2016,386.68,200.8,15.16,53.74,740,176.65,61.2,NA,0.67,13.56,151,1.15,20.15,172.97,69.2,0.61,81.51, 17,1
 18/01/2016,672.07,339.6,14.01,74.16,740,168.24,65.33,NA,1.79,13.45,197.46,0.54,16.95,497.27,96.74,1.33,301.02, 18,1
 19/01/2016,566.72,323.85,9.79,73.97,740,140.56,76.73,NA,0.97,11.52,241.41,0.7,13.01,204.08,67.62,0.75,105.51, 19,1
 20/01/2016,531.77,307.65,10.61,60.35,740,149.47,71.41,NA,0.63,11.56,240.9,0.97,12.44,187.5,73.91,0.43,89.06, 20,1
 21/01/2016,422.96,235.53,11.7,50.94,740,176.95,65.68,NA,0.66,11.17,230.72,1.18,13.29,177.81,69.85,0.53,84.65, 21,1
 22/01/2016,466.73,300.89,13.54,62.1,740,169.83,71.67,14.65,19.58,10.3,118.46,1.34,15.53,156.97,73.52,10.93,66.98, 22,1
 23/01/2016,544.08,360.79,15.71,76.48,740,174.31,67.47,18.11,105.7,12.64,131.08,1.03,17.07,230.17,68.47,37.35,123.87, 23,1
 24/01/2016,586.09,388.06,10.74,NA,740,166.18,74.05,9.16,59.48,10.79,235,0.81,24.01,NA,NA,39.61,NA, 24,1
 25/01/2016,510.62,275.88,10.81,100.84,740,173.13,64.42,10.62,54.3,10.94,225.68,1.01,14.92,218.47,111.41,31,87.29, 25,1
 26/01/2016,569.33,374.62,12.58,86.99,740,166.63,67.28,5.61,47.21,13.17,115.86,1.23,21.06,151.12,79.39,31.33,58.86, 26,1
 27/01/2016,532.39,338.67,15.16,94.09,740,170.88,60.57,19.14,109.93,16.17,120.1,1.02,18.31,317.6,98.33,35.19,168.42, 27,1
 28/01/2016,652.46,354.83,10.51,87.78,740,176.44,56.69,30.5,97.87,17,225.24,0.85,16.24,484.38,120.94,41.98,275.8, 28,1
 29/01/2016,761.23,393.45,10.58,106.24,740,166.25,57.49,41.13,141.59,18.59,186.34,0.73,16.48,562.08,124.23,49.49,330.54, 29,1
 30/01/2016,581.17,344.57,22.36,122.92,740,176.65,60.81,33.38,111.7,20.09,184.25,0.85,20.5,503.39,117.1,40.59,292.22, 30,1
